shape,credit,songs,removed,decision,reviewed_by,harvested,candidates,examples,confidence,labels,matched_label
multi,Wings,3,,Q622988,assistant,"Q622988 Wings [spotify, mb]","Q622988 Wings ~ Paul McCartney and Wings [musical group, spotify, mb]
Q2584424 Wings [musical group, mb]
Q8025253 Wings ~ Wings (1968 band) [musical group, mb]
Q12524597 Wings ~ Wings (Malaysian band) [musical group, mb]
Q16097586 Wings ~ Wings (duo) [musical duo, mb]",Live and Let Die (1973); Silly Love Songs (1976); With a Little Luck (1978),assistant,Wings,Wings
multi,Andy Williams,2,,Q214548,assistant,"Q214548 Andy Williams [spotify, mb]","Q214548 Andy Williams [human, spotify, mb]
Q4761492 Andy Williams ~ Andy Williams (drummer) [human, mb]
Q104821318 Andy Williams ~ Andy Williams (guitarist) [human, mb]",Can't Get Used to Losing You (1963); Days of Wine and Roses (1963),assistant,Andy Williams,Andy Williams
multi,Billy Murray and Ed Smalle,2,and Ed Smalle,Q440215,assistant,Q440215 Billy Murray [mb],"Q8015960 William Murray ~ William Murray (musician) [human, mb, via 'Billy Murray']
Q440215 Billy Murray ~ Billy Murray (singer) [human, mb, via 'Billy Murray']",The Yankee Doodle Blues (1922); That Old Gang of Mine (1923),assistant,Billy Murray and Ed Smalle | Billy Murray,Billy Murray
multi,Brandy,2,,Q690974,assistant,"Q690974 Brandy Norwood [spotify, mb]","Q690974 Brandy Norwood [human, spotify, mb]
Q13016228 Brandy [musical group, mb]",Sittin' Up in My Room (1996); Have You Ever? (1999),assistant,Brandy,Brandy
multi,Breathe,2,,,,,"Q10846545 Breathe [musical group, mb]
Q85748811 Breathe ~ Breathe (Australian band) [musical group, spotify, mb]
Q2307431 Breathe ~ Breathe (British band) [musical group, spotify, mb]
Q4959860 Breathe ~ Breathe (New Zealand band) [rock band, mb]",Hands to Heaven (1988); How Can I Fall? (1989),multi,Breathe,Breathe
multi,Dawn,2,,Q1178760,assistant,"Q1178760 Tony Orlando and Dawn [spotify, mb]","Q1178760 Tony Orlando and Dawn [musical group, spotify, mb]
Q67199728 Corine [human, spotify, mb]
Q18815101 Dawn ~ Dawn (Swedish band) [rock band, mb]
Q42101185 Dawn ~ Dawn (rapper) [human, spotify, mb]
Q124260302 Dawn ~ Dawn (drag queen) [human, mb]",Candida (1970); Knock Three Times (1971),assistant,Dawn,Dawn
multi,Ethel Merman,2,,Q129087,assistant,Q129087 Ethel Merman [mb],"Q129087 Ethel Merman [human, mb]
Q5105890 Chris Berman [human, mb]",I Get a Kick Out of You (1935); You're the Top (1935),assistant,Ethel Merman,Ethel Merman
multi,Four Tops,2,,Q653480,assistant,"Q653480 Four Tops [spotify, mb]","Q653480 Four Tops [musical group, spotify, mb]
Q9363788 Four Tops [musical group, mb]",I Can't Help Myself (Sugar Pie Honey Bunch) (1965); Reach Out I'll Be There (1966),assistant,Four Tops,Four Tops
multi,Glen Campbell,2,,Q162667,assistant,"Q162667 Glen Campbell [spotify, mb]","Q56461797 Dru Stix [human, mb]
Q162667 Glen Campbell [human, spotify, mb]",Rhinestone Cowboy (1975); Southern Nights (1977),assistant,Glen Campbell,Glen Campbell
multi,Harry James feat. Kitty Kallen,2,feat. Kitty Kallen,Q163861,assistant,Q163861 Harry James [mb],"Q163861 Harry James [human, mb, via 'Harry James']
Q2424156 Thomas Garnet Henry James ~ T. G. H. James [human, mb, via 'Harry James']","I'll Buy That Dream (1945); It's Been a Long, Long Time (1945)",assistant,Harry James feat. Kitty Kallen | Harry James,Harry James
multi,Isaac Hayes,2,,Q206439,assistant,"Q206439 Isaac Hayes [spotify, mb]","Q206439 Isaac Hayes [human, spotify, mb]
Q47594 Chef ~ Chef (South Park) [fictional human/animated character, mb]",Theme from Shaft (1971); Theme from Shaft (1971),assistant,Isaac Hayes,Isaac Hayes
multi,Jewel,2,,Q229018,assistant,"Q229018 Jewel [spotify, mb]","Q229018 Jewel ~ Jewel (singer) [human, spotify, mb]
Q2500227 Jewel [musical group, mb]
Q1275963 Elena Berkova [human, spotify, mb]",Who Will Save Your Soul (1996); You Were Meant for Me (1997),assistant,Jewel,Jewel
multi,Nelly,2,,Q218992,assistant,"Q218992 Nelly [spotify, mb]","Q218992 Nelly [human, spotify, mb]
Q3874508 Nelly Fioramonti [human, mb]
Q60673695 Nelly Řehořová [human, mb]",Country Grammar (2000); Hot in Herre (2002),assistant,Nelly,Nelly
multi,Oliver,2,,Q443281,assistant,Q443281 Oliver [mb],"Q1049934 Isaac Oliver [human, mb]
Q443281 Oliver ~ Oliver (singer) [human, mb]
Q25339808 Oliver ~ Oliver (software) [software, mb]
Q39074246 Oliver ~ Oliver (DJs) [musical group/record production team, spotify, mb]",Good Morning Starshine (1969); Jean (1969),assistant,Oliver,Oliver
multi,Paul Simon,2,,Q4028,assistant,"Q4028 Paul Simon [spotify, mb]","Q4028 Paul Simon [human, spotify, mb]
Q7153617 Paul Simon ~ Paul Simon (drummer) [human, mb]",Loves Me Like a Rock (1973); 50 Ways to Leave Your Lover (1976),assistant,Paul Simon,Paul Simon
multi,Peggy Lee,2,,Q229139,assistant,"Q229139 Peggy Lee [spotify, mb]","Q229139 Peggy Lee [human, spotify, mb]
Q2067397 Peggy Lee [human, mb]",Golden Earrings (1947); Manana (Is Soon Enough for Me) (1948),assistant,Peggy Lee,Peggy Lee
multi,Ray Charles,2,,Q544387,assistant,"Q544387 Ray Charles [spotify, mb]","Q544387 Ray Charles [human, spotify, mb]
Q7297319 Ray Charles ~ Ray Charles (conductor) [human, mb]",Hit the Road Jack (1961); I Can't Stop Loving You (1962),assistant,Ray Charles,Ray Charles
multi,Robert Palmer,2,,Q325412,assistant,"Q325412 Robert Palmer [spotify, mb]","Q325412 Robert Palmer [human, spotify, mb]
Q2158449 Robert Palmer ~ Robert Palmer (American writer) [human, mb]
Q628124 Cyriel Buysse [human, mb]",Addicted to Love (1986); Simply Irresistible (1988),assistant,Robert Palmer,Robert Palmer
multi,Roger Williams,2,,Q716906,assistant,"Q716906 Roger Williams [spotify, mb]","Q716906 Roger Williams ~ Roger Williams (pianist) [human, spotify, mb]
Q7359124 Roger Williams ~ Roger Williams (organist) [human, mb]",Autumn Leaves (1955); Born Free (1966),assistant,Roger Williams,Roger Williams
multi,Sam Smith,2,,Q15123969,assistant,"Q15123969 Sam Smith [spotify, mb]","Q15123969 Sam Smith [human, spotify, mb]
Q7408172 Sam Smith ~ Sam Smith (artist) [human, mb]",Stay with Me (2014); Writing's on the Wall (2015),assistant,Sam Smith,Sam Smith
multi,Sean Paul,2,,Q200577,assistant,"Q200577 Sean Paul [spotify, mb]","Q200577 Sean Paul [human, spotify, mb]
Q20781862 Sean Paul [human, mb]",Get Busy (2003); Temperature (2006),assistant,Sean Paul,Sean Paul
multi,Snap!,2,,Q705689,assistant,"Q705689 Snap! [spotify, mb]","Q705689 Snap! [musical group, spotify, mb]
Q20180731 16 BIT [musical group, mb]",The Power (1990); Rhythm Is a Dancer (1993),assistant,Snap!,Snap!
multi,The 5th Dimension,2,,Q1753111,assistant,"Q1753111 The 5th Dimension [spotify, mb]","Q1753111 The 5th Dimension [musical group, spotify, mb]
Q994582 Brutal Attack [musical group, mb]",Stoned Soul Picnic (1968); Aquarius/Let the Sunshine In (1969),assistant,The 5th Dimension,The 5th Dimension
multi,The Game featuring 50 Cent,2,featuring 50 Cent,Q189936,assistant,"Q189936 The Game [spotify, mb]","Q189936 The Game ~ The Game (rapper) [human, spotify, mb, via 'The Game']
Q112679275 The Game [musical group, mb, via 'The Game']",Hate It or Love It (2005); How We Do (2005),assistant,The Game featuring 50 Cent | The Game,The Game
multi,The Gaylords,2,,Q7736003,assistant,"Q7736003 The Gaylords [spotify, mb]","Q7736002 The Gaylords ~ The Gaylords (Dominican band) [musical group, mb]
Q7736003 The Gaylords ~ The Gaylords (American vocal group) [vocal group/musical trio, spotify, mb]",Tell Me You're Mine (1953); The Little Shoemaker (1954),assistant,The Gaylords,The Gaylords
multi,The Rascals,2,,Q1757318,assistant,"Q1757318 The Rascals [spotify, mb]","Q1309275 The Rascals ~ The Rascals (English band) [musical group, mb]
Q1757318 The Rascals [musical group, spotify, mb]
Q53870606 The Rascals ~ The Rascals (producers) [musical duo/record production team, mb]",A Beautiful Morning (1968); People Got to Be Free (1968),assistant,The Rascals,The Rascals
multi,The Spinners,2,,Q2030958,assistant,"Q2030958 The Spinners [spotify, mb]","Q2030958 The Spinners ~ The Spinners (American group) [musical group, spotify, mb]
Q7765877 The Spinners ~ The Spinners (English band) [musical group, mb]","Cupid/I've Loved You for a Long Time (1980); Working My Way Back to You/Forgive Me, Girl (1980)",assistant,The Spinners,The Spinners
multi,Tiffany,2,,Q233886,assistant,"Q233886 Tiffany [spotify, mb]","Q233886 Tiffany ~ Tiffany Darwish [human, spotify, mb]
Q236355 Tiffany Young [human, spotify, mb]",I Think We're Alone Now (1987); Could've Been (1988),assistant,Tiffany,Tiffany
multi,Toto,2,,Q207472,assistant,"Q207472 Toto [spotify, mb]","Q207472 Toto ~ Toto (band) [rock band, spotify, mb]
Q2291 Totò [human, mb]",Rosanna (1982); Africa (1983),assistant,Toto,Toto
multi,War,2,,Q2295871,assistant,"Q2295871 War [spotify, mb]","Q1710686 War [musical group, mb]
Q2295871 War ~ War (band) [musical group, spotify, mb]",Slippin' into Darkness (1972); Why Can't We Be Friends? (1975),assistant,War,War
multi,Al Morgan,1,,,,,"Q2636157 Al Morgan ~ Al Morgan (bassist) [human, mb]
Q4704469 Al Morgan ~ Al Morgan (writer) [human, mb]",Jealous Heart (1949),multi,Al Morgan,Al Morgan
multi,Allan Jones,1,,,,,"Q2837729 Allan Jones ~ Allan Jones (actor) [human, mb]
Q4730732 Allan Jones ~ Allan Jones (editor) [human, mb]",The Donkey Serenade (1938),multi,Allan Jones,Allan Jones
multi,America,1,,Q126852,assistant,"Q126852 America [spotify, mb]","Q126852 America ~ America (band) [musical group, spotify, mb]
Q3611284 America [national personification/anime character/manga character, mb]",A Horse with No Name (1972),assistant,America,America
multi,Andrew Gold,1,,Q596698,assistant,"Q596698 Andrew Gold [spotify, mb]","Q596698 Andrew Gold [human, spotify, mb]
Q116983806 Andrew Gold [human, mb]
Q16231291 Andrew Goldstein ~ Andrew Goldstein (musician) [human, mb]",Thank You for Being a Friend (1978),assistant,Andrew Gold,Andrew Gold
multi,Bazzi,1,,Q48720231,assistant,"Q48720231 Bazzi [spotify, mb]","Q8506 Il Sodoma [human, mb]
Q48720231 Bazzi ~ Bazzi (singer) [human, spotify, mb]",Mine (2018),assistant,Bazzi,Bazzi
multi,Billy Porter,1,,Q4913177,assistant,"Q4913177 Billy Porter [spotify, mb]","Q4913177 Billy Porter [human, spotify, mb]
Q4910527 Bill Porter ~ Bill Porter (sound engineer) [human, mb]",Land of Lola (2013),assistant,Billy Porter,Billy Porter
multi,"Blood, Sweat and Tears",1,", Sweat and Tears",,,,"Q921865 DAM ~ DAM (band) [musical group, mb, via 'Blood']
Q26923452 BloodPop [human, spotify, mb, via 'Blood']
Q885074 Blood [musical group, mb, via 'Blood']
Q885080 Blood [musical group, mb, via 'Blood']
Q885082 Blood ~ Blood (band) [musical group, mb, via 'Blood']",Spinning Wheel (1969),multi,"Blood, Sweat and Tears | Blood",Blood
multi,Bob James,1,,Q888012,assistant,"Q888012 Bob James [spotify, mb]","Q888012 Bob James ~ Bob James (musician) [human, spotify, mb]
Q4932919 Bob James ~ Bob James (rock singer) [human, mb]",Angela (Theme from Taxi) (1978),assistant,Bob James,Bob James
multi,Bobby Lewis,1,,,,,"Q888609 Bobby Lewis [human, mb]
Q888607 Bobby Lewis [human, mb]
Q4935287 Bobby Lewis ~ Bobby Lewis (country singer) [human, mb]",Tossin' and Turnin' (1961),multi,Bobby Lewis,Bobby Lewis
multi,Bow Wow featuring Ciara,1,featuring Ciara,Q312173,assistant,Q312173 Bow Wow [mb],"Q312173 Bow Wow ~ Bow Wow (rapper) [human, mb, via 'Bow Wow']
Q2123862 Bow Wow ~ Bow Wow (band) [musical group, mb, via 'Bow Wow']",Like You (2005),assistant,Bow Wow featuring Ciara | Bow Wow,Bow Wow
multi,Bow Wow featuring Omarion,1,featuring Omarion,Q312173,assistant,Q312173 Bow Wow [mb],"Q312173 Bow Wow ~ Bow Wow (rapper) [human, mb, via 'Bow Wow']
Q2123862 Bow Wow ~ Bow Wow (band) [musical group, mb, via 'Bow Wow']",Let Me Hold You (2005),assistant,Bow Wow featuring Omarion | Bow Wow,Bow Wow
multi,Brandy and Monica,1,and Monica,Q690974,assistant,"Q690974 Brandy Norwood [spotify, mb]","Q690974 Brandy Norwood [human, spotify, mb, via 'Brandy']
Q13016228 Brandy [musical group, mb, via 'Brandy']",The Boy Is Mine (1998),assistant,Brandy and Monica | Brandy,Brandy
multi,Carl Perkins,1,,Q310339,assistant,Q310339 Carl Perkins [mb],"Q310339 Carl Perkins [human, mb]
Q1040029 Carl Perkins ~ Carl Perkins (pianist) [human, mb]",Blue Suede Shoes (1956),assistant,Carl Perkins,Carl Perkins
multi,Charles Harrison,1,,Q5083209,assistant,Q5083209 Charles W. Harrison [mb],"Q5083209 Charles W. Harrison [human, mb]
Q16935013 Charles Harrison ~ Charles Harrison (musician) [human, mb]",I'll Be with You in Apple Blossom Time (1920),assistant,Charles Harrison,Charles Harrison
multi,Chris Brown & Young Thug,1,& Young Thug,Q155700,assistant,"Q155700 Chris Brown [spotify, mb]","Q155700 Chris Brown [human, spotify, mb, via 'Chris Brown']
Q5105997 Chris Brown ~ Hugh Christopher Brown [human, mb, via 'Chris Brown']
Q5106001 Chris Brown ~ Chris Brown (composer) [human, mb, via 'Chris Brown']
Q115390006 Chris Brown [human, spotify, mb, via 'Chris Brown']",Go Crazy (2021),assistant,Chris Brown & Young Thug | Chris Brown,Chris Brown
multi,Chris Brown feat. Drake,1,feat. Drake,Q155700,assistant,"Q155700 Chris Brown [spotify, mb]","Q155700 Chris Brown [human, spotify, mb, via 'Chris Brown']
Q5105997 Chris Brown ~ Hugh Christopher Brown [human, mb, via 'Chris Brown']
Q5106001 Chris Brown ~ Chris Brown (composer) [human, mb, via 'Chris Brown']
Q115390006 Chris Brown [human, spotify, mb, via 'Chris Brown']",No Guidance (2019),assistant,Chris Brown feat. Drake | Chris Brown,Chris Brown
multi,Chris Brown feat. Lil Wayne & Busta Rhymes,1,feat. Lil Wayne & Busta Rhymes,Q155700,assistant,"Q155700 Chris Brown [spotify, mb]","Q155700 Chris Brown [human, spotify, mb, via 'Chris Brown']
Q5105997 Chris Brown ~ Hugh Christopher Brown [human, mb, via 'Chris Brown']
Q5106001 Chris Brown ~ Chris Brown (composer) [human, mb, via 'Chris Brown']
Q115390006 Chris Brown [human, spotify, mb, via 'Chris Brown']",Look at Me Now (2011),assistant,Chris Brown feat. Lil Wayne & Busta Rhymes | Chris Brown,Chris Brown
multi,Chris Brown featuring Juelz Santana,1,featuring Juelz Santana,Q155700,assistant,"Q155700 Chris Brown [spotify, mb]","Q155700 Chris Brown [human, spotify, mb, via 'Chris Brown']
Q5105997 Chris Brown ~ Hugh Christopher Brown [human, mb, via 'Chris Brown']
Q5106001 Chris Brown ~ Chris Brown (composer) [human, mb, via 'Chris Brown']
Q115390006 Chris Brown [human, spotify, mb, via 'Chris Brown']",Run It! (2006),assistant,Chris Brown featuring Juelz Santana | Chris Brown,Chris Brown
multi,Chris Brown featuring T-Pain,1,featuring T-Pain,Q155700,assistant,"Q155700 Chris Brown [spotify, mb]","Q155700 Chris Brown [human, spotify, mb, via 'Chris Brown']
Q5105997 Chris Brown ~ Hugh Christopher Brown [human, mb, via 'Chris Brown']
Q5106001 Chris Brown ~ Chris Brown (composer) [human, mb, via 'Chris Brown']
Q115390006 Chris Brown [human, spotify, mb, via 'Chris Brown']",Kiss Kiss (2008),assistant,Chris Brown featuring T-Pain | Chris Brown,Chris Brown
multi,Climax,1,,Q5133636,assistant,"Q5133636 Climax [spotify, mb]","Q5772684 Clímax [musical group, mb]
Q5133636 Climax ~ Climax (band) [musical group, spotify, mb]",Precious and Few (1972),assistant,Climax,Climax
multi,Cream,1,,,,,"Q10846824 Cream [musical group, spotify, mb]
Q11193828 Cream ~ Cream (Japanese group) [musical group, mb]
Q4990656 Dianne Wiston [human, mb]
Q203736 Cream ~ Cream (band) [musical group, spotify, mb]",Sunshine of Your Love (1968),multi,Cream,Cream
multi,Danny & The Juniors,1,& The Juniors,,,,"Q324920 Danny Saucedo [human, spotify, mb, via 'Danny']
Q3894516 Paolo Tofani [human, mb, via 'Danny']
Q122758289 Daniel Estrin [human, mb, via 'Danny']
Q5998567 Danny ~ Danny (Finnish singer) [human, spotify, mb, via 'Danny']",At the Hop (1958),multi,Danny & The Juniors | Danny,Danny
multi,Dasha,1,,Q125157260,assistant,"Q125157260 Dasha [spotify, mb]","Q11774069 Dasha [human, mb]
Q125157260 Dasha ~ Dasha (singer) [human, spotify, mb]
Q2302686 Dasha Astafieva [human, mb]",Austin (2024),assistant,Dasha,Dasha
multi,David Seville,1,,Q1176607,assistant,Q1176607 Ross Bagdasarian Sr. [mb],"Q26823554 David Seville [fictional human/television character, mb]
Q1176607 Ross Bagdasarian Sr. ~ Ross Bagdasarian [human, mb]",Witch Doctor (1958),assistant,David Seville,David Seville
multi,Dorothy Moore,1,,Q5298560,assistant,"Q5298560 Dorothy Moore [spotify, mb]","Q5298560 Dorothy Moore [human, spotify, mb]
Q11855915 Debbie Moore [human, mb]",Misty Blue (1976),assistant,Dorothy Moore,Dorothy Moore
multi,Dream,1,,Q1155446,assistant,"Q1155446 Dream [spotify, mb]","Q14479224 The Dream [musical group, mb]
Q370165 Dream ~ Dream (American group) [musical group, spotify, mb]
Q1155446 Dream ~ Dream (Japanese group) [girl group, spotify, mb]
Q99196256 Dream ~ Dream (YouTuber) [human, mb]",He Loves U Not (2001),assistant,Dream,Dream
multi,Eve featuring Alicia Keys,1,featuring Alicia Keys,Q239464,assistant,"Q239464 Eve [spotify, mb]","Q5416138 Eve ~ Eve (South Korean band) [musical group, mb, via 'Eve']
Q29855173 Eve ~ Eve (Japanese singer) [human, spotify, mb, via 'Eve']
Q239464 Eve ~ Eve (rapper) [human, spotify, mb, via 'Eve']
Q139899497 Yeoju [human, spotify, via 'Eve']
Q139917251 Félix Detours [human, spotify, via 'Eve']",Gangsta Lovin' (2002),assistant,Eve featuring Alicia Keys | Eve,Eve
multi,Eve featuring Gwen Stefani,1,featuring Gwen Stefani,Q239464,assistant,"Q239464 Eve [spotify, mb]","Q5416138 Eve ~ Eve (South Korean band) [musical group, mb, via 'Eve']
Q29855173 Eve ~ Eve (Japanese singer) [human, spotify, mb, via 'Eve']
Q239464 Eve ~ Eve (rapper) [human, spotify, mb, via 'Eve']
Q139899497 Yeoju [human, spotify, via 'Eve']
Q139917251 Félix Detours [human, spotify, via 'Eve']",Let Me Blow Ya Mind (2001),assistant,Eve featuring Gwen Stefani | Eve,Eve
multi,Exile,1,,,,,"Q363873 Exile ~ Exile (American band) [musical group, mb]
Q655239 Exile ~ Exile (Japanese band) [musical group/dance troupe, spotify, mb]
Q5420277 Exile ~ Exile (producer) [human, spotify, mb]",Kiss You All Over (1978),multi,Exile,Exile
multi,Fergie featuring Ludacris,1,featuring Ludacris,Q180004,assistant,"Q180004 Fergie [spotify, mb]","Q180004 Fergie ~ Fergie (singer) [human, spotify, mb, via 'Fergie']
Q5444141 Fergie ~ Fergie (DJ) [human, spotify, mb, via 'Fergie']
Q55720 Sarah Ferguson [human, mb, via 'Fergie']",Glamorous (2007),assistant,Fergie featuring Ludacris | Fergie,Fergie
multi,Fergie featuring will.i.am,1,featuring will.i.am,Q180004,assistant,"Q180004 Fergie [spotify, mb]","Q180004 Fergie ~ Fergie (singer) [human, spotify, mb, via 'Fergie']
Q5444141 Fergie ~ Fergie (DJ) [human, spotify, mb, via 'Fergie']
Q55720 Sarah Ferguson [human, mb, via 'Fergie']",Fergalicious (2007),assistant,Fergie featuring will.i.am | Fergie,Fergie
multi,Free,1,,Q45650,assistant,"Q45650 Free [spotify, mb]","Q5499725 Free Marie ~ Free (television host) [human, mb]
Q17514473 Bacon Popper [musical group, mb]
Q45650 Free ~ Free (band) [rock band, spotify, mb]",All Right Now (1970),assistant,Free,Free
multi,Future,1,,Q3445057,assistant,"Q3445057 Future [spotify, mb]","Q3445057 Future ~ Future (rapper) [human, spotify, mb]
Q3755149 Future [musical group, mb]",Mask Off (2017),assistant,Future,Future
multi,Future feat. Drake,1,feat. Drake,Q3445057,assistant,"Q3445057 Future [spotify, mb]","Q3445057 Future ~ Future (rapper) [human, spotify, mb, via 'Future']
Q3755149 Future [musical group, mb, via 'Future']",Life Is Good (2020),assistant,Future feat. Drake | Future,Future
multi,Future feat. Drake & Tems,1,feat. Drake & Tems,Q3445057,assistant,"Q3445057 Future [spotify, mb]","Q3445057 Future ~ Future (rapper) [human, spotify, mb, via 'Future']
Q3755149 Future [musical group, mb, via 'Future']",Wait for U (2022),assistant,Future feat. Drake & Tems | Future,Future
multi,"Future, Metro Boomin & Kendrick Lamar",1,", Metro Boomin & Kendrick Lamar",Q3445057,assistant,"Q3445057 Future [spotify, mb]","Q3445057 Future ~ Future (rapper) [human, spotify, mb, via 'Future']
Q3755149 Future [musical group, mb, via 'Future']",Like That (2024),assistant,"Future, Metro Boomin & Kendrick Lamar | Future",Future
multi,Gary Lewis and the Playboys,1,and the Playboys,,,,"Q113949 Gary Lewis ~ Gary Lewis (actor) [human, mb, via 'Gary Lewis']
Q486185 Gary Lewis ~ Gary Lewis (musician) [human, mb, via 'Gary Lewis']",This Diamond Ring (1965),multi,Gary Lewis and the Playboys | Gary Lewis,Gary Lewis
multi,George Benson,1,,Q348459,assistant,"Q348459 George Benson [spotify, mb]","Q348459 George Benson [human, spotify, mb]
Q5536905 George Benson ~ George Benson (actor) [human, mb]
Q16727460 George Benson ~ George Benson (saxophonist) [human, mb]",Turn Your Love Around (1982),assistant,George Benson,George Benson
multi,Hannah Montana,1,,,,,"Q4235 Miley Cyrus [human, spotify, mb]
Q842949 Miley Stewart [fictional human/television character, spotify, mb]",The Best of Both Worlds (2006),multi,Hannah Montana,Hannah Montana
multi,Hanson,1,,Q768621,assistant,"Q768621 Hanson [spotify, mb]","Q2610405 Taylor Hanson [human, mb]
Q768621 Hanson ~ Hanson (band) [musical group, spotify, mb]
Q5651168 Hanson ~ Hanson (British band) [musical group, mb]",MMMBop (1997),assistant,Hanson,Hanson
multi,Harry James feat. Dick Haymes,1,feat. Dick Haymes,Q163861,assistant,Q163861 Harry James [mb],"Q163861 Harry James [human, mb, via 'Harry James']
Q2424156 Thomas Garnet Henry James ~ T. G. H. James [human, mb, via 'Harry James']",I'll Get By (As Long as I Have You) (1944),assistant,Harry James feat. Dick Haymes | Harry James,Harry James
multi,Hi-Five,1,,,,,"Q1617129 Hi-Five [musical group/quintet, mb]
Q7041204 Hi-Five ~ Hi-Five (Israeli band) [musical group/boy band, mb]",I Like the Way (The Kissing Game) (1991),multi,Hi-Five,Hi-Five
multi,Incubus,1,,Q1661036,assistant,"Q1661036 Incubus [spotify, mb]","Q139717624 DJ Phantasy [human, spotify, mb]
Q1661036 Incubus ~ Incubus (band) [musical group, spotify, mb]
Q1431188 Opprobrium ~ Opprobrium (band) [musical group, mb]",Drive (2001),assistant,Incubus,Incubus
multi,Jack Owens,1,,,,,"Q6114487 Jack Owens ~ Jack Owens (blues singer) [human, mb]
Q6114488 Jack Owens ~ Jack Owens (singer-songwriter) [human, mb]",How Soon (Will I Be Seeing You) (1947),multi,Jack Owens,Jack Owens
multi,Jade,1,,Q1678183,assistant,"Q1678183 Jade [spotify, mb]","Q1678181 Jade [musical group, mb]
Q1678183 Jade ~ Jade (R&B group) [musical group, spotify, mb]
Q16240077 Jade ~ Jade (British band) [musical group, mb]
Q23542532 Jade ~ Jade (producer) [human, mb]
Q1689484 Jimsaku [musical group, mb]
Q7577542 Spinetta Jade [musical ensemble, mb]
Q7742896 The Jades ~ The Jades (Irish band) [musical group, mb]",Don't Walk Away (1993),assistant,Jade,Jade
multi,Jagged Edge with Nelly,1,with Nelly,Q1678447,assistant,"Q1678447 Jagged Edge [spotify, mb]","Q1678447 Jagged Edge ~ Jagged Edge (American group) [musical group, spotify, mb, via 'Jagged Edge']
Q15961177 Jagged Edge ~ Jagged Edge (British band) [musical group, mb, via 'Jagged Edge']",Where the Party At (2001),assistant,Jagged Edge with Nelly | Jagged Edge,Jagged Edge
multi,James Taylor,1,,Q310300,assistant,"Q310300 James Taylor [spotify, mb]","Q310300 James Taylor [human, spotify, mb]
Q6144058 James Taylor ~ James Taylor (tenor) [human, mb]
Q28465652 James Taylor [human, mb]
Q2536187 James Arnold Taylor [human, mb]",You've Got a Friend (1971),assistant,James Taylor,James Taylor
multi,Jay and the Techniques,1,and the Techniques,,,,"Q3163208 Jay [human, mb, via 'Jay']
Q12319116 Jannik Thomsen [human, mb, via 'Jay']
Q12616377 Typhoon ~ Jay (South Korean singer) [human, mb, via 'Jay']
Q18550351 Kim Jin-hwan [human, mb, via 'Jay']
Q24579245 Jayden Yoon [human, spotify, mb, via 'Jay']
Q66490966 Giuseppe Di San Leonardo [human, spotify, mb, via 'Jay']","Apples, Peaches, Pumpkin Pie (1967)",multi,Jay and the Techniques | Jay,Jay
multi,Jermaine Jackson,1,,Q317784,assistant,"Q317784 Jermaine Jackson [spotify, mb]","Q317784 Jermaine Jackson [human, spotify, mb]
Q107719247 Mayne Zayne [human, mb]",Let's Get Serious (1980),assistant,Jermaine Jackson,Jermaine Jackson
multi,Jim Jones,1,,Q707008,assistant,"Q707008 Jim Jones [spotify, mb]","Q213861 Jim Jones [human, mb]
Q707008 Jim Jones ~ Jim Jones (rapper) [human, spotify, mb]
Q6195946 Jim Jones ~ Jim Jones (guitarist) [human, mb]",We Fly High (2007),assistant,Jim Jones,Jim Jones
multi,Jim Lowe,1,,Q1378364,assistant,Q1378364 Jim Lowe [mb],"Q1378364 Jim Lowe [human, mb]
Q114232129 James Lowe ~ James Lowe (musician) [human, mb]",The Green Door (1956),assistant,Jim Lowe,Jim Lowe
multi,Jim Reeves,1,,Q362435,assistant,"Q362435 Jim Reeves [spotify, mb]","Q362435 Jim Reeves [human, spotify, mb]
Q1689375 Jimmy Joe [human, mb]",He'll Have to Go (1960),assistant,Jim Reeves,Jim Reeves
multi,Jimmy Jones,1,,,,,"Q122966 Jimmy Jones ~ Jimmy Jones (pianist) [human, mb]
Q257840 Jimmy Jones ~ Jimmy Jones (singer) [human, mb]",Handy Man (1960),multi,Jimmy Jones,Jimmy Jones
multi,Joe,1,,,,,"Q1077266 Joe ~ Joe (singer) [human, mb]
Q11225950 Joe [human, mb]
Q348271 Joe Fagan [human, mb]
Q11455218 Satoshi ""Joe"" Miyawaki [human, mb]
Q53516576 Joseph Gatto ~ Joe Gatto [human, mb]",I Wanna Know (2000),multi,Joe,Joe
multi,Joe featuring Mystikal,1,featuring Mystikal,,,,"Q1077266 Joe ~ Joe (singer) [human, mb, via 'Joe']
Q11225950 Joe [human, mb, via 'Joe']
Q348271 Joe Fagan [human, mb, via 'Joe']
Q11455218 Satoshi ""Joe"" Miyawaki [human, mb, via 'Joe']
Q53516576 Joseph Gatto ~ Joe Gatto [human, mb, via 'Joe']",Stutter (2001),multi,Joe featuring Mystikal | Joe,Joe
multi,John Sebastian,1,,Q967761,assistant,"Q967761 John Sebastian [spotify, mb]","Q967761 John Sebastian [human, spotify, mb]
Q20679336 John Sebastian ~ John Sebastian (classical harmonica player) [human, mb]",Welcome Back (1976),assistant,John Sebastian,John Sebastian
